2. TRIFD,34. CHEMICAL
67277BNGML3801S,"['1,1,1-Trichloroethane', '1,2,4-Trimethylbenzene', '1,4-Dioxane', ""4,4'-Isopropylidenediphenol"", ""4,4'-Methylenedi(phenyl isocyanate)"", ""4,4'-Methylenedianiline"", 'Acetone', 'Aluminum (fume or dust)', 'Aluminum oxide (fibrous forms)', 'Ammonia', 'Antimony compounds', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Benzene', 'Cadmium compounds', 'Certain glycol ethers', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper compounds', 'Dichloromethane', 'Diethanolamine', 'Diisocyanates', 'Dimethyl phthalate', 'Epichlorohydrin', 'Ethylbenzene', 'Ethylene glycol', 'Formaldehyde', 'Freon 113 (CFC-113)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride', 'Lead', 'Manganese compounds', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'N-Methyl-2-pyrrolidone', 'Naphthalene', 'Nickel compounds', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phenol', 'Phosphoric acid', 'Selenium compounds', 'Sodium dimethyldithiocarbamate', 'Styrene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Butyl alcohol', 'sec-Butyl alcohol']"
67277CSSNRK42AN,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Dichloromethane', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Lead', 'Methyl ethyl ketone', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Trichloroethylene']"
67277PLSTC1650S,"['Acetone', 'Methyl ethyl ketone', 'Trichloroethylene']"
67277TWCPR4200W,['Copper']
67277WSCNP2533S,['Copper']
67301FBRGL1018W,"['Acetone', 'Styrene']"
67301HCKNY300HA,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates', 'Methyl ethyl ketone', 'Xylene (mixed isomers)']"
67301HRTLNSOUTH,"['1,1,1-Trichloroethane', '1,2-Dichloroethane', '1,4-Dichlorobenzene', 'Acetone', 'Antimony', 'Barium', 'Benzene', 'Cadmium', 'Carbon tetrachloride', 'Chlorine', 'Chlorobenzene', 'Chloroform', 'Chromium', 'Copper', 'Dichlorobenzene (mixed isomers)', 'Dichloromethane', 'Ethylbenzene', 'Ethylene glycol', 'Formaldehyde', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead', 'Methanol', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Methyl methacrylate', 'Nickel', 'Nitrobenzene', 'Potassium bromate', 'Pyridine', 'Selenium', 'Thallium', 'Toluene', 'Trichloroethylene', 'Vinyl chloride', 'Xylene (mixed isomers)', 'Zinc (fume or dust)']"
67301MRSNL2400W,"['Certain glycol ethers', 'Chromium', 'Copper', 'Ethylbenzene', 'Lead', 'Manganese', 'Nickel', 'Phosphoric acid', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67301TMTVC1300W,"['1,1,1-Trichloroethane', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Phenol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc (fume or dust)', 'Zinc compounds']"
67335CHRLMNHWY1,"['Acetone', 'Styrene']"
67337CFFYV2410B,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene']"
67337CMFND1502S,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Copper', 'Formaldehyde', 'Manganese']"
67337FNKMNHWY16,"['Chromium', 'Nickel']"
67337FRMLNNORTH,"['1,2,4-Trimethylbenzene', 'Ammonia', 'Benzene', 'Chlorine', 'Cyclohexane', 'Ethylbenzene', 'Ethylene', 'Hydrogen fluoride', 'Lead compounds', 'Methanol', 'Naphthalene', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phenol', 'Propylene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds', 'n-Hexane', 'o-Xylene']"
67337JNSNM14THP,"['Toluene', 'Xylene (mixed isomers)']"
67337MRCNN3297N,"['Antimony compounds', 'Copper', 'Lead compounds']"
67337MRRWF1115W,"['Copper', 'Copper compounds']"
67337SHRWN1700W,"['Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead compounds', 'Molybdenum trioxide', 'Phosphoric acid', 'Toluene', 'Zinc compounds']"
67356CNSMN2300W,"['1,1,1-Trichloroethane', 'Acetone', 'Dichloromethane', 'Styrene', 'Trichloroethylene']"
67357DYTNS1900W,"['Manganese', 'Nickel']"
67357GRNDV1601S,"['Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
67357PBDYT2101S,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Certain glycol ethers', 'Ethylbenzene', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67357PRSNS3333M,['Nitric acid']
67357RSKNM1700N,"['Cadmium', 'Chromium', 'Copper', 'Copper compounds', 'Lead', 'Manganese', 'Nickel', 'Xylene (mixed isomers)', 'Zinc compounds']"
67357SRMYK23018,['Chlorine']
67401CRSTW353EA,"['Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67401GRTPL1733D,"['Toluene', 'Xylene (mixed isomers)']"
67401GRTPL244NO,['Xylene (mixed isomers)']
67401HLDYM2328H,['Styrene']
67401LDRDM304AV,"['1,1,1-Trichloroethane', 'Styrene', 'Toluene', 'Xylene (mixed isomers)']"
67401MCSHR1835E,"['Benzoyl chloride', 'Benzoyl peroxide']"
67401PHLPS3861S,"['Acetone', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead compounds']"
67401PWRVC500GR,['Hydrogen fluoride']
67401RMBKW625EN,['Manganese']
67401TNYSP3019S,"['Ammonia', 'Ethylene glycol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67401XDBTT413EB,"['Ammonia', 'Ammonium sulfate (solution)', 'Antimony compounds', 'Arsenic compounds', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Lead compounds', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67401XLNNC3256E,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67410CNTRL1000N,['Zinc compounds']
67410GRTPL1100N,"['Methyl isobutyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
67410RSSLL1993C,['Ammonia']
67420SNFLWNO1SU,"['Manganese compounds', 'Xylene (mixed isomers)']"
67430SNFLW812LO,"['Manganese compounds', 'Xylene (mixed isomers)']"
67431RFMRT2020I,"['Aluminum (fume or dust)', 'Diisocyanates', 'Xylene (mixed isomers)']"
67432FRTHP4THPO,"['Copper', 'Manganese', 'Selenium', 'Zinc (fume or dust)']"
67432HTCHN514WC,['Xylene (mixed isomers)']
67438DNHCRDLRDX,"['Toluene', 'Xylene (mixed isomers)']"
67439CSHCNHWY14,"['Chromium', 'Copper', 'Manganese', 'Nickel']"
67454CMBRCOHIOS,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride', 'Manganese compounds']"
67455CNTRYHWY18,"['Antimony', 'Barium', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Cobalt', 'Cobalt compounds', 'Cyanide compounds', 'Lead', 'Lead compounds', 'Methyl methacrylate']"
67456CNTRY300EM,['Methyl methacrylate']
67460CHMST503WG,"['Propylene oxide', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67460CRGLL1STBA,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
67460CRTNT500WE,"['Antimony', 'Chromium']"
67460FMCNC500NO,['Xylene (mixed isomers)']
67460KCHHY462US,['Tetrachloroethylene']
67460MNVLLCOUNT,"['Ammonia', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Formaldehyde', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67460NTNLC2000M,"['1,2,4-Trimethylbenzene', '1,2-Dichloroethane', '1,3-Butadiene', 'Ammonia', 'Benzene', 'Carbon tetrachloride', 'Chlorine', 'Cumene', 'Cyclohexane', 'Ethylbenzene', 'Ethylene', 'Ethylene glycol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride', 'Methanol', 'Mixture', 'Molybdenum trioxide', 'Naphthalene', 'Propylene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Xylene (mixed isomers)', 'n-Hexane']"
67460SPRTC1132W,['Styrene']
67460STRLN1776N,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67473SBRNN120NO,"[""4,4'-Methylenedi(phenyl isocyanate)"", 'Diisocyanates', 'Styrene', 'Toluene-2,6-diisocyanate']"
67480SLMNC103WM,"['Dichloromethane', 'Toluene', 'Xylene (mixed isomers)']"
67485KNTMF607MA,['Xylene (mixed isomers)']
67501CNSLD1600N,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene']"
67501CRGLL609EA,"['Manganese compounds', 'Zinc compounds']"
67501CRYSL1800C,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Manganese compounds', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
67501JCKSN2600E,"['2-Phenylphenol', 'Ammonia', 'Nitric acid', 'Peracetic acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67501KRSPL305SM,"['1,2,4-Trimethylbenzene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
67501LCHPR1430W,"['Acetone', 'Methyl ethyl ketone', 'Toluene', 'n-Hexane']"
67501LWNCR1501N,['Acetone']
67501LWNCR2512E,['Xylene (mixed isomers)']
67501RNTCH3310E,"['Chromium', 'Nickel']"
67504CLNSMPOBOX,"['Acetone', 'Toluene', 'Xylene (mixed isomers)']"
67504CSSNFEAST4,"['Copper', 'Manganese', 'Methanol', 'Nickel', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)']"
67504MGMNF401SW,"['Copper', 'Manganese']"
67504NVLCN401SA,['Chromium']
67504RNTCH10NWA,"['Chromium', 'Nickel']"
67504RPBLCFIRST,['Chlorine']
67505CLLNS415WE,"['Acetone', 'Methyl ethyl ketone', 'Toluene', 'Xylene (mixed isomers)']"
67505DSKCL9NORT,"['Ammonia', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67505MRTNS1000M,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67505RCHPN14MOR,"['Certain glycol ethers', 'Ethylbenzene', 'Toluene', 'Xylene (mixed isomers)']"
67522DMMLL125SM,['Chlorine']
67530GRTBN705SH,"['Toluene', 'Xylene (mixed isomers)']"
67530GRTBNRT1BO,['Copper']
67530GRTBNSOUTH,"['Ammonia', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)']"
67530PTRLT5801W,"['1,2,4-Trimethylbenzene', 'Cumene', 'Naphthalene', 'Xylene (mixed isomers)']"
67530SFLDN470CA,['Styrene']
67530THFLLWESTP,"['1,1,1-Trichloroethane', '1,4-Dichlorobenzene', 'Certain glycol ethers', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Methanol', 'Phosphoric acid', 'Toluene', 'Xylene (mixed isomers)']"
67543HVNST13206,['Toluene']
67544SSXGRRR1XX,"['Antimony compounds', 'Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Cadmium compounds', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Copper', 'Isopropyl alcohol (only persons who manufacture by the strong acid process are subject, no supplier notification)', 'Lead', 'Lead compounds', 'Methyl ethyl ketone', 'Zinc compounds']"
67545STFFRCHURC,"['Ammonia', 'Ammonium nitrate (solution)']"
67546HBBRDRTE1B,['Phosphoric acid']
67554NRTHMAMERI,"['Manganese compounds', 'Zinc compounds']"
67565KNSSRWESTH,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67575KBKNDEASTH,"['Acetone', 'Methanol', 'Styrene']"
67601YSXDBONEEX,"['Barium compounds (except for barium sulfate (CAS No. 7727-43-7))', 'Lead compounds', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67648GRTPL240SO,['Xylene (mixed isomers)']
67661MNRLRNORTH,['Copper']
67663SCHLT507IN,['Diisocyanates']
67735NRTHR6425R,['n-Hexane']
67801CRSTBFTDOD,"['Toluene', 'Xylene (mixed isomers)']"
67801FRMLN3MILE,"['Ammonia', 'Ammonium nitrate (solution)', 'Chlorine', 'Copper compounds', 'Methanol', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Nitric acid', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Zinc compounds']"
67801FRMLNEASTH,"['Ammonia', 'Copper compounds', 'Manganese compounds', 'Zinc compounds']"
67801GRNPREHIGH,"['Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67801KYPLN2000E,"['Ammonia', 'Chlorine', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67801LQDCREASTH,['Ammonia']
67801RFFNN2201E,"['Ammonia', 'Manganese compounds', 'Phosphoric acid', 'Zinc compounds']"
67801RFFNN500ET,"['Ammonia', 'Copper compounds', 'Manganese compounds', 'Phosphoric acid', 'Zinc compounds']"
67801WWMNF2400E,"['Toluene', 'Xylene (mixed isomers)']"
67801XCLCREHIGH,"['Ammonia', 'Chlorine', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67846FBRCR2814W,"['Acetone', 'Chloromethane', 'Styrene', 'Toluene', 'Xylene (mixed isomers)']"
67846FRRBT3680W,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
67846HYCNC2005N,['Xylene (mixed isomers)']
67846VLGRNEHWY5,"['Ammonia', 'Chlorine', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67851BFPRDWESTH,"['Ammonia', 'Certain glycol ethers', 'Phosphoric acid']"
67851BPNCXWESTH,"['Ammonia', 'Ammonium sulfate (solution)', 'Certain glycol ethers', 'Chlorine', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Naphthalene', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67871FRLGHEAST1,"['Manganese compounds', 'Zinc compounds']"
67876CRSTBMAINS,"['Toluene', 'Xylene (mixed isomers)']"
67880CLMBNRRROU,"['Carbon disulfide', 'Carbonyl sulfide']"
67901NTNLB1501E,"['Ammonia', 'Chlorine', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
67901PRNML705CO,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
68005DXPTR11202,"['Ammonia', 'Chlorine', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Hydrogen fluoride']"
68008CNCRT237NO,"['Ethylbenzene', 'Toluene', 'Xylene (mixed isomers)', 'm-Xylene', 'o-Xylene', 'p-Xylene']"
68008CRGLL650IN,"['Ammonia', 'Benzene', 'Cyclohexane', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid']"
68022BRMKM150BI,['Freon 113 (CFC-113)']
68025FRMLN330EA,"['Ammonia', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'Phosphoric acid', 'Zinc compounds']"
68025GHRML900SO,"['Ammonia', 'Phosphoric acid', 'Sodium nitrite']"
68025GLDNS950SO,['Zinc compounds']
68025HBBRDRTE4X,"['Manganese compounds', 'Zinc compounds']"
68025MGNSFSOUTH,"['Antimony', 'Copper', 'Lead', 'Nickel compounds', 'Zinc compounds']"
68025PLTTC150SO,"['1,2,4-Trimethylbenzene', '2,4-D 2-ethylhexyl ester', 'Atrazine', 'Bromoxynil', 'Captan', 'Carbaryl', 'Cyanazine', 'Ethoprop', 'Ethylene glycol', 'Fluometuron', 'Lindane', 'Maneb', 'Oxadiazon', 'Paraquat dichloride', 'Prometryn', 'Simazine', 'Thiram', 'Trifluralin']"
68025RCHRD130NB,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'n-Hexane']"
68025SPRSW131NO,"['Copper compounds', 'Zinc compounds']"
68025VGRTN943SS,"['Copper compounds', 'Manganese compounds', 'Zinc compounds']"
68026RTCNCRR4NH,['Styrene']
68037SHGRVJUNCT,"['Acetone', 'Ammonia', 'Chromium', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Di(2-ethylhexyl) phthalate', 'Dichloromethane', 'Ethylbenzene', 'Ethylene glycol', 'Hydrochloric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Lead compounds', 'Manganese', 'Methyl ethyl ketone', 'Nickel', 'Nickel compounds', 'Styrene', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Tetrachloroethylene', 'Toluene', 'Trichloroethylene', 'Xylene (mixed isomers)']"
68047TMTCQINDUS,['Xylene (mixed isomers)']
68062THRSTHWY87,['Xylene (mixed isomers)']
68064MCXXX600EA,['Acrylic acid']
68064VLMNTWESTH,"['Chromium', 'Lead', 'Manganese', 'Nickel', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)', 'Zinc compounds']"
68066RNWHXRURAL,['Ammonia']
68101CMPBL1202D,"['Ammonia', 'Phosphoric acid']"
68102CRGLL1201M,"['Ammonia', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
68102CRGLL701AB,"['Ammonia', 'Phosphoric acid', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
68102SRCNC500DO,"['Antimony compounds', 'Arsenic compounds', 'Chlorine', 'Lead compounds', 'Silver compounds', 'Zinc compounds']"
68103QCHMC302PI,"['Copper compounds', 'Formic acid', 'Methanol', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
68106MRCNL5020S,['n-Hexane']
68107CMRCS41110,"['1,2,4-Trimethylbenzene', 'Ammonium nitrate (solution)', 'Atrazine', 'Cycloate', 'Naphthalene', 'Nitrate compounds (water dissociable; reportable only when in aqueous solution)', 'S-Ethyl dipropylthiocarbamate', 'Xylene (mixed isomers)', 'm-Xylene', 'n-Butyl alcohol', 'o-Xylene']"
68107LCKWN2420Z,"['Acetone', 'Ammonia', 'Certain glycol ethers', 'Chromium compounds (except for chromite ore mined in the Transvaal Region)', 'Formic acid', 'Methyl ethyl ketone', 'Methyl isobutyl ketone', 'N-Methyl-2-pyrrolidone', 'Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)', 'Toluene', 'Xylene (mixed isomers)', 'n-Butyl alcohol']"
68107MHDBL4734S,"['Sulfuric acid (acid aerosols including mists, vapors, gas, fog, and other airborne forms of any particle size)']"
68107NRTHR3435G,"['Ammonia', 'Chlorine']"
68107WSTRN4815S,['Phosphoric acid']
68110LZRCR6316P,"['Certain glycol ethers', 'Ethylbenzene', 'Phosphoric acid', 'Toluene', 'Xylene (mixed isomers)', 'm-Xylene', 'n-Butyl alcohol', 'n-Hexane', 'o-Xylene', 'p-Xylene']"
68110RMNMR5606L,['Styrene']
