Year,LocationAbbr,LocationDesc,Topic,Question,DataValue,Latitude,Longitude,Centroid,Category
2013,DC,District of Columbia,Cancer,"Invasive cancer (all sites combined), mortality",159.0,38.910092,-77.014001,"{""type"":""Point"", ""coordinates"":[-77.014001,38.910092]}",low
2013,DC,District of Columbia,Cancer,"Invasive cancer (all sites combined), mortality",1072.0,38.910092,-77.014001,"{""type"":""Point"", ""coordinates"":[-77.014001,38.910092]}",high
2013,DC,District of Columbia,Cancer,"Invasive cancer (all sites combined), mortality",164.2,38.910092,-77.014001,"{""type"":""Point"", ""coordinates"":[-77.014001,38.910092]}",low
2014,DC,District of Columbia,Cancer,"Invasive cancer (all sites combined), mortality",160.3,38.910092,-77.014001,"{""type"":""Point"", ""coordinates"":[-77.014001,38.910092]}",low
2014,DC,District of Columbia,Cancer,"Invasive cancer (all sites combined), mortality",155.9,38.910092,-77.014001,"{""type"":""Point"", ""coordinates"":[-77.014001,38.910092]}",very low
2014,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",103.1,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",very low
2013,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",3078.0,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",high
2014,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",3136.0,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",high
2015,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",3186.0,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",high
2013,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",102.9,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",very low
2015,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",102.9,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",very low
2013,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",125.6,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",very low
2014,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",124.0,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",very low
2015,UT,Utah,Cancer,"Invasive cancer (all sites combined), mortality",121.8,40.438987,-111.90016,"{""type"":""Point"", ""coordinates"":[-111.90016,40.438987]}",very low
2015,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",171.9,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",low
2015,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",2445.0,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",high
2014,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",2443.0,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",high
2013,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",132.2,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",very low
2014,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",171.8,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",low
2013,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",171.1,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",low
2015,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",127.8,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",very low
2013,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",2429.0,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",high
2014,HI,Hawaii,Cancer,"Invasive cancer (all sites combined), mortality",130.0,21.146768,-157.524452,"{""type"":""Point"", ""coordinates"":[-157.524452,21.146768]}",very low
2013,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",58956.0,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very high
2013,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",143.0,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very low
2015,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",59626.0,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very high
2015,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",137.7,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very low
2014,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",151.9,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very low
2015,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",151.8,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very low
2014,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",59406.0,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very high
2013,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",151.7,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very low
2014,CA,California,Cancer,"Invasive cancer (all sites combined), mortality",140.5,35.458606,-119.355165,"{""type"":""Point"", ""coordinates"":[-119.355165,35.458606]}",very low
2015,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",154.6,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",very low
2015,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",193.4,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",middle
2013,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",1665.0,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",high
2013,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",159.4,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",low
2014,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",1676.0,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",high
2015,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",1684.0,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",high
2013,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",194.4,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",middle
2014,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",194.1,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",middle
2014,SD,South Dakota,Cancer,"Invasive cancer (all sites combined), mortality",157.1,44.047502,-99.043799,"{""type"":""Point"", ""coordinates"":[-99.043799,44.047502]}",very low
